"word","borrowing","phonology","phonlength","AoA","AoA_obj","subtlexzipf","conc","cat","source","source.language","source.word","source.language.mean.word.length","source.language.word.freq","source.word.length","age_oldest","age_youngest","age_oldest_num","age_youngest_num","age","effect","ids.code","modern.english","middle.english","old.english","old.english.length"
"fault",1,"f$lt",4,"6.94",4,"4.75","2.41","Noun","French contact","French","faute",3.5,0.134541280442127,5,"1290","1290","710","710","1290","Coexistence","16-760","fault","faute","scyld",5
"grape",1,"gr1p",4,"3.94",2,"3.54","5.00","Noun","French contact","Old French","grappe",4.11764705882353,0.0521822808904484,6,"1290","1290","710","710","1290","Replacement","5-760","grape","grape","wiÌ„nberie",8
"razor",1,"r1z@R",5,"7.11",4,"3.69","4.90","Noun","French contact","French (Anglo-Norman)","razor",3.5,0.134541280840892,5,"1290","1290","710","710","1290","Replacement","6-930","razor","rasour-e","scearseax",9
"language",1,"l{NgwI_",7,"6.79",2,"4.82","2.35","Noun","French contact","French","langage",3.5,0.0096100914601519,7,"1290","1290","710","710","1290","Coexistence","18-240","language","spech-e","sprÃ_c",5
"tax",1,"t{ks",4,"8.94",2,"5.18","3.89","Noun","French contact","French (Anglo-Norman)","taxe",3.5,0.269082561681784,4,"1290","1290","710","710","1290","Replacement","11-690","tax","tax-e","gafol",5
"taste",1,"t1st",4,"4.26",2,"4.95","4.07","Noun","French contact","Old French","taster",4.11764705882353,0.0521822808904484,6,"1290","1290","710","710","1290","Replacement","15-310","taste","smaken","byÌ„rgan",6
"pursue",1,"p@sju",5,"10.00",8,"3.96","2.83","Verb","French contact","French","poursuivre",3.5,4.4995900781643e-05,10,"1290","1290","710","710","1290","Insertion","10-530","pursue","purseuen","eÌ„htan",5
"paint",1,"p1nt",4,"4.45",2,"4.70","4.79","Verb","French contact","French (Anglo-Norman)","peint",3.5,0.134541280840892,5,"1290","1275","710","725","1275","Coexistence","9-890","paint","peinten","fÃ_gan",5
"pray",1,"pr1",3,"5.79",2,"4.17","3.21","Verb","French contact","French","prier",3.5,0.134541280442127,5,"1290","1290","710","710","1290","Replacement","22-170","pray","bidden","biddan",6
"fry",1,"fr2",3,"5.79",2,"4.19","4.37","Verb","French contact","French","frire",3.5,0.134541280442127,5,"1290","1290","710","710","1290","Replacement","5-230","roast","rosten","brÃ_Ì„dan",6
"sound",1,"s6nd",4,"3.72",2,"5.16","3.70","Verb","French contact","French","son",3.5,0.259472469424101,3,"1280","1280","720","720","1280","Coexistence","15-440","sound","soun","sweÌ„g",4
"envy",1,"EnvI",4,"8.37",6,"3.64","1.69","Verb","French contact","French","envie",3.5,0.134541280442127,5,"1280","1280","720","720","1280","Coexistence","16-440","envy","envie","niÌ„Î¸",3
"cattle",1,"k{tP",4,"6.53",2,"4.25","4.64","Noun","French contact","French (Anglo-Norman)","catel",3.5,0.134541280840892,5,"1275","1275","725","725","1275","Coexistence","3-200","cattle","net","hriÌ„Î¸er",6
"leg",1,"lEg",3,"3.00",2,"4.88","4.83","Noun","Old Norse contact","Old Norse","legg-r",4.2093023255814,0.038459884804023,6,"1275","1275","725","725","1275","Coexistence","4-350","leg","leg","sceanca",7
"cloak",1,"kl5k",4,"6.95",6,"3.43","4.71","Noun","French contact","French","cloque",3.5,0.0288302743804557,6,"1275","1275","725","725","1275","Insertion","6-410","cloak","cloke","mentel",6
"mason",1,"m1sH",4,"10.52",8,"3.93","4.20","Noun","French contact","French (Anglo-Norman)","macium",3.5,0.0288302744659055,6,"1275","1275","725","725","1275","Insertion","7-610","mason","masoun","staÌ„nwyrhta",10
"supper",1,"sVp@R",5,"6.32",2,"4.01","4.63","Noun","French contact","Old French","super",4.11764705882353,0.104364561780897,5,"1275","1275","725","725","1275","No information","5-450","supper","soper-e","Ã_Ì„fenmete",8
"country",1,"kVntrI",6,"7.05",2,"5.65","4.17","Noun","French contact","French","contr√©e",3.5,0.0096100914601519,7,"1275","1275","725","725","1275","Replacement","19-110","country","lond","land",4
"mountain",1,"m6ntIn",6,"6.15",4,"4.64","4.96","Noun","French contact","French","montagne",3.5,0.0096100914601519,8,"1275","1275","725","725","1275","Replacement","1-220","mountain","mount","beorg",5
"deceit",1,"dIsit",5,"10.95",8,"3.01","2.37","Noun","French contact","Old French","deceite",4.11764705882353,0.00756893134076628,7,"1275","1275","725","725","1275","Coexistence","16-680","deceit","deceit-e","faÌ„cen",5
"chieftain",1,"Jift@n",6,"10.75",8,"2.61","3.44","Noun","French contact","French (Anglo-Norman)","chevetain",3.5,0.000505380314069954,9,"1275","1275","725","725","1275","Replacement","19-240","chief","chef","Î¸eÌ„oden",6
"arson",1,"#sH",3,"11.20",10,"3.25","3.66","Noun","French contact","French","arson",3.5,0.134541280442127,5,"1275","1275","725","725","1275","Replacement","21-460","arson","bernet","bÃ_rnett",7
"move",1,"muv",3,"4.62",2,"5.49","3.25","Verb","French contact","French (Anglo-Norman)","mover",3.5,0.134541280840892,5,"1275","1275","725","725","1275","Coexistence","10-110","move","meven","styrian",7
"betray",1,"bItr1",5,"9.39",6,"3.23","2.17","Verb","French contact","French (Anglo-Norman)","trair",3.5,0.134541280840892,5,"1275","1275","725","725","1275","Replacement","17-441","betray","bitraien","beswiÌ„can",8
"election",1,"IlEkSH",6,"9.17",2,"5.07","3.17","Noun","French contact","French","election",3.5,0.0096100914601519,8,"1270","1270","730","730","1270","Insertion","","","","",NA
"stable",1,"st1bP",5,"8.90",2,"4.30","3.77","Adjective","French contact","French (Anglo-Norman)","estable",3.5,0.00961009148863515,7,"1250","1250","750","750","1250","Insertion","3-190","stable","stal-le","steall",6
"ugly",1,"VglI",4,"4.17",2,"4.23","3.23","Adjective","Old Norse contact","Old Norse","uggligr",4.2093023255814,0.0192299424020115,7,"1250","1250","750","750","1250","Coexistence","16-820","ugly","ugli","unwlitig",8
"pity",1,"pItI",4,"8.72",4,"4.10","1.87","Noun","French contact","French (Anglo-Norman)","pite",3.5,0.269082561681784,4,"1250","1250","750","750","1250","Replacement","16-350","pity","piteÌ„Ì£","mildheortnyss",13
"anger",1,"{Ng@R",5,"6.00",2,"4.30","2.41","Noun","Old Norse contact","Old Norse","angr",4.2093023255814,0.403828790442242,4,"1250","1250","750","750","1250","Coexistence","16-420","anger","anger","torn",4
"spirit",1,"spIrIt",6,"7.11",4,"4.66","1.60","Noun","Latin contact","French (Anglo-Norman)","spirit",3.5,0.0288302744659055,6,"1250","1250","750","750","1250","Coexistence","16-110","soul","soul-e","saÌ„wel",5
"hour",1,"6@R",3,"5.85",2,"5.17","3.10","Noun","French contact","French (Anglo-Norman)","ure",3.5,0.259472470193149,3,"1250","1250","750","750","1250","Replacement","14-510","hour","houre","tiÌ„d",3
"idol",1,"2dP",3,"8.37",6,"3.44","3.63","Noun","French contact","French (Anglo-Norman)","idele",3.5,0.134541280840892,5,"1250","1250","750","750","1250","Insertion","22-370","idol","idol-e","weÌ„oh",4
"veil",1,"v1l",3,"9.69",6,"3.50","4.45","Noun","French contact","French (Anglo-Norman)","veile",3.5,0.134541280840892,5,"1250","1250","750","750","1250","Coexistence","6-590","veil","veile","heolstor",8
"catch",1,"k{J",3,"4.61",2,"5.04","4.11","Verb","French contact","French (Anglo-Norman)","cachier",3.5,0.00961009148863515,7,"1250","1250","750","750","1250","Replacement","10-252","catch ball","cacchen","foÌ„n",3
"raise",1,"r1z",3,"6.72",2,"4.85","3.80","Verb","Old Norse contact","Old Norse","reisa",4.2093023255814,0.192299424020115,5,"1240","1240","760","760","1240","Coexistence","10-220","raise","heven","heÌ„an",4
"rice",1,"r2s",3,"3.72",2,"4.42","4.86","Noun","French contact","French","riz",3.5,0.259472469424101,3,"1234","1234","766","766","1234","Insertion","8-480","rice","ris","",NA
"noble",1,"n5bP",4,"10.67",6,"4.11","1.89","Adjective","French contact","French (Anglo-Norman)","noble",3.5,0.134541280840892,5,"1230","1230","770","770","1230","Replacement","19-360","noble","noble","Ã_Î¸eling",7
"pinch",1,"pInJ",4,"5.50",4,"4.01","4.00","Noun","French contact","French (Anglo-Norman)","*pinchier",3.5,0.000505380314069954,9,"1230","1230","770","770","1230","No information","15-712","pinch","pinchen","",NA
"person",1,"p3sH",4,"4.67",2,"5.34","4.72","Noun","French contact","Middle French","persone",3.5,0.00961052497009413,7,"1230","1230","770","770","1230","Replacement","2-100","person","man","man(n)",4
"acquit",1,"@kwIt",5,"13.22",10,"2.32","2.13","Noun","French contact","Old French","aquiter",4.11764705882353,0.00756893134076628,7,"1230","1230","770","770","1230","Replacement","21-340","acquit","aquiten","(forlÃ_Ì„tan)",8
"poison",1,"p4zH",4,"5.58",4,"3.92","4.27","Noun","French contact","French","poison",3.5,0.0288302743804557,6,"1230","1230","770","770","1230","Replacement","4-890","poison","venim","aÌ„tor",4
"medicine",1,"mEdsIn",6,"4.89",2,"4.31","4.79","Noun","French contact","Old French","medicine",4.11764705882353,0.000899274671836846,8,"1230","1230","770","770","1230","Replacement","4-880","medicine","medicin-e","lybb",4
"change",1,"J1n_",4,"4.26",2,"5.49","2.89","Verb","French contact","French","changer",3.5,0.0096100914601519,7,"1230","1230","770","770","1230","Replacement","12-930","change","chaungen","wrixlian",8
"blame",1,"bl1m",4,"6.48",4,"4.66","2.06","Verb","French contact","French","bl√¢me",3.5,0.134541280442127,5,"1230","1230","770","770","1230","Insertion","16-780","blame","blame","tÃ_Ì„l",3
"rotten",1,"rQtH",4,"6.95",4,"4.04","3.87","Adjective","Old Norse contact","Old Norse","rotinn",4.2093023255814,0.038459884804023,6,"1225","1225","775","775","1225","Coexistence","5-125","rotten","roten","forrotod",8
"olive",1,"QlIv",4,"6.68",4,"4.29","4.90","Adjective","Latin contact","Latin","olƒ´va",4.83333333333333,0.322843878804296,5,"1225","1225","775","775","1225","Insertion","5-780","olive","olive","eleberge",8
"crooked",1,"krUkt",5,"6.33",4,"3.22","3.79","Adjective","Old Norse contact","Old Norse","kr√≥kr",4.2093023255814,0.192299424020115,5,"1225","1225","775","775","1225","Replacement","12-740","crooked","croked","woÌ„h",3
"colour",1,"kVl@R",5,"4.00",NA,"5.05","4.08","Noun","French contact","Old French","colour",4.11764705882353,0.0521822808904484,6,"1225","1225","775","775","1225","Coexistence","15-610","color","colour","bleÌ„o(h)",5
"noon",1,"nun",3,"5.89",2,"3.56","2.67","Noun","Latin contact","Latin","n≈çna",4.83333333333333,0.230602770574497,4,"1225","1225","775","775","1225","Replacement","14-450","noon","mid-dai","middÃ_g",6
"flower",1,"fl6@R",5,"3.11",2,"4.50","5.00","Noun","French contact","Old French","flour",4.11764705882353,0.104364561780897,5,"1225","1225","775","775","1225","Coexistence","8-570","flower","blosme","bloÌ„stm",6
"manner",1,"m{n@R",5,"6.83",4,"4.17","1.62","Noun","French contact","French (Anglo-Norman)","manere",3.5,0.0288302744659055,6,"1225","1225","775","775","1225","Coexistence","17-490","way","wei","wise",4
"scorpion",1,"sk$pj@n",7,"7.84",8,"3.81","4.84","Noun","French contact","French","scorpion",3.5,0.0096100914601519,8,"1225","1225","775","775","1225","Insertion","3-815","scorpion","scorpioun","Î¸roÌ„wend",7
"order",1,"$d@R",4,"6.26",2,"5.15","2.79","Noun","French contact","French","ordonner",3.5,0.0096100914601519,8,"1225","1225","775","775","1225","Replacement","19-450","command","commaunden","haÌ„tan",5
"beggar",1,"bEg@R",5,"7.63",4,"3.15","4.59","Noun","French contact","French","Beguinard",3.5,0.000505380312572062,9,"1225","1225","775","775","1225","Replacement","11-530","beggar","begger-e","Ã_lmesmann",9
"price",1,"pr2s",4,"7.35",2,"5.28","3.63","Noun","French contact","French (Anglo-Norman)","pris",3.5,0.269082561681784,4,"1225","1225","775","775","1225","Insertion","11-870","price","pris","weorÎ¸",5
"window",1,"wInd5",5,"4.74",2,"4.84","4.86","Noun","Old Norse contact","Old Norse","vindauga",4.2093023255814,0.0192299424020115,8,"1225","1225","775","775","1225","Insertion","7-250","window","windou-e","eÌ„agduru",7
"danger",1,"d1n_@R",6,"4.61",2,"4.75","2.68","Noun","French contact","French (Anglo-Norman)","danger",3.5,0.0288302744659055,6,"1225","1225","775","775","1225","Replacement","16-540","danger","peril","pleoh",5
"letter",1,"lEt@R",5,"4.74",2,"4.85","4.70","Noun","French contact","French","lettre",3.5,0.0288302743804557,6,"1225","1225","775","775","1225","Insertion","","","","",NA
"fig",1,"fIg",3,"8.06",6,"3.48","4.97","Noun","French contact","French","figue",3.5,0.134541280442127,5,"1225","1225","775","775","1225","Insertion","5-750","fig","fige","fiÌ„c(Ã_ppel)",8
"merchant",1,"m3J@nt",6,"9.80",4,"3.78","4.31","Noun","French contact","French (Anglo-Norman)","marchand",3.5,0.00961009148863515,8,"1225","1225","775","775","1225","Insertion","11-840","merchant","marchaunt","mangere",7
"city",1,"sItI",4,"6.56",2,"5.40","4.79","Noun","French contact","French (Anglo-Norman)","cite",3.5,0.269082561681784,4,"1225","1225","775","775","1225","Coexistence","19-150","city","citeÌ„","burg",4
"oil",1,"4l",2,"7.33",2,"4.98","4.93","Noun","Latin contact","Latin","oleum",4.83333333333333,0.322843878804296,5,"1225","1225","775","775","1225","Insertion","5-790","oil","oile","ele",3
"mule",1,"mjul",4,"5.65",2,"3.26","5.00","Noun","French contact","French (Anglo-Norman)","mul",3.5,0.259472470193149,3,"1225","1225","775","775","1225","Insertion","3-470","mule","mul-e","muÌ„l",3
"servant",1,"s3v@nt",6,"7.89",4,"4.02","4.64","Noun","French contact","French (Anglo-Norman)","servant",3.5,0.00961009148863515,7,"1225","1225","775","775","1225","Replacement","19-430","servant","servaunt","Î¸eÌ„ow(a)",5
"preach",1,"priJ",4,"7.33",4,"3.28","3.37","Verb","French contact","French (Anglo-Norman)","prechier",3.5,0.00961009148863515,8,"1225","1225","775","775","1225","Insertion","22-220","preach","prechen","bodian",6
"cry",1,"kr2",3,"2.78",2,"4.56","4.00","Verb","French contact","French (Anglo-Norman)","crier",3.5,0.134541280840892,5,"1225","1225","775","775","1225","Coexistence","16-370","cry","wepen","weÌ„pan",5
"pay",1,"p1",2,"5.50",2,"5.40","3.54","Verb","French contact","French (Anglo-Norman)","paier",3.5,0.134541280840892,5,"1225","1225","775","775","1225","Replacement","11-650","pay","paien","gieldan",7
"praise",1,"pr1z",4,"7.95",6,"4.14","2.61","Verb","French contact","French (Anglo-Norman)","preisier",3.5,0.00961009148863515,8,"1225","1225","775","775","1225","Replacement","16-790","praise","lauden","lof",3
"doubt",1,"d6t",3,"8.79",4,"4.89","1.79","Verb","French contact","French","doute",3.5,0.134541280442127,5,"1225","1225","775","775","1225","No information","17-430","doubt","douten","tweÌ„o(nung)",8
"seem",1,"sim",3,"6.74",NA,"5.13","1.75","Verb","Old Norse contact","Old Norse","s√©ma",4.2093023255814,0.403828790442242,4,"1225","1225","775","775","1225","Coexistence","17-180","seem","thinken","Î¸yncan",6
"cave",1,"k1v",3,"6.74",2,"4.19","4.96","Noun","French contact","French","cave",3.5,0.269082560884253,4,"1220","1220","780","780","1220","Replacement","1-280","cave","cave","scrÃ_f",5
"sky",1,"sk2",3,"4.17",2,"4.79","4.45","Noun","Old Norse contact","Old Norse","sk√Ω",4.2093023255814,0.288449136030173,3,"1220","1220","780","780","1220","Coexistence","1-510","sky","heven","heofon",6
"beak",1,"bik",3,"5.42",2,"3.83","4.96","Noun","French contact","French","bec",3.5,0.259472469424101,3,"1220","1220","780","780","1220","Coexistence","4-241","beak","bek","nebb",4
"poor",1,"p$R",3,"6.11",2,"5.05","2.70","Adjective","French contact","French (Anglo-Norman)","povre",3.5,0.134541280840892,5,"1205","1205","795","795","1205","Replacement","11-520","poor","povre","wÃ_Ì„dla",5
"close",1,"kl5z",4,"4.50",2,"5.43","3.20","Adjective","French contact","French","clore",3.5,0.134541280442127,5,"1205","1205","795","795","1205","Coexistence","12-250","shut","shitten","beclyÌ„san",8
"lake",1,"l1k",3,"4.61",2,"4.49","4.88","Noun","French contact","French","lac",3.5,0.259472469424101,3,"1205","1205","795","795","1205","Coexistence","1-330","lake","lak-e","mere",4
"calendar",1,"k{lInd@R",8,"5.89",2,"4.33","4.62","Noun","French contact","French","calendier",3.5,0.000505380312572062,9,"1205","1205","795","795","1205","Insertion","","","","",NA
"ball",1,"b$l",3,"2.90",2,"5.33","5.00","Noun","Old Norse contact","Old Norse","b√∂llr",4.2093023255814,0.192299424020115,5,"1205","1205","795","795","1205","Replacement","12-830","sphere","spere","cliÌ„ewen",7
"club",1,"klVb",4,"5.89",2,"5.10","3.78","Noun",NA,"Old Norse","klubba, klumba",4.2093023255814,8.25584813426288e-17,14,"1205","1205","795","795",NA,NA,NA,NA,NA,NA,NA
"arrive",1,"@r2v",4,"6.26",2,"4.47","3.22","Verb","French contact","French","arriver",3.5,0.0096100914601519,7,"1205","1205","795","795","1205","Insertion","10-550","reach","ariven","rÃ_Ì„can",5
"hit",1,"hIt",3,"4.75",2,"5.31","4.11","Verb","Old Norse contact","Old Norse","hitta",4.2093023255814,0.192299424020115,5,"1205","1205","795","795","1205","Coexistence","9-210","strike","slen","hnÃ_ppan",7
"easy",1,"izI",3,"5.43",2,"5.32","2.07","Adjective","French contact","French (Anglo-Norman)","aisi√©",3.5,0.134541280840892,5,"1200","1200","800","800","1200","Replacement","17-460","easy","esi","eÌ„aÎ¸e",4
"ill",1,"Il",2,"5.60",2,"4.59","3.21","Adjective","Old Norse contact","Old Norse","illr",4.2093023255814,0.403828790442242,4,"1200","1200","800","800","1200","Coexistence","4-840","sick","sik","coÎ¸u",4
"custom",1,"kVst@m",6,"8.36",6,"3.56","2.68","Noun","French contact","Old French","custome",4.11764705882353,0.00756893134076628,7,"1200","1200","800","800","1200","Coexistence","19-610","custom","custum-e","Î¸eÌ„aw",4
"religion",1,"rIlI_@n",7,"7.06",2,"4.39","1.71","Noun","French contact","French (Anglo-Norman)","religiun",3.5,0.00961009148863515,8,"1200","1200","800","800","1200","Coexistence","22-110","religion","religioun","geleÌ„afa",7
"skin",1,"skIn",4,"4.48",2,"4.75","4.79","Noun","Old Norse contact","Old Norse","skinn",4.2093023255814,0.192299424020115,5,"1200","1591","800","409","1591","Coexistence","9-290","flay","flen","fleÌ„an",5
