item	n_trials	err	rt	sd	rtz	n_used
rouvons	20	0.1	797.7777778	251.5826506	-0.066642761	18
laisqueterson	23	0	733.7391304	200.0959355	-0.186792828	23
aunament	21	0	737.2857143	204.4502734	-0.407022615	21
stimple	21	0.333333333	823.9285714	255.4385262	0.019144415	14
achés	21	0.095238095	905.6666667	308.213257	0.706698288	18
endrait	24	0.125	772.3809524	166.4149862	-0.018933237	21
usendes	22	0.045454545	734.4761905	132.3996295	-0.574130053	21
mondise	23	0.043478261	724.1818182	151.0999784	-0.304265995	22
cescevec	22	0	694	190.902119	-0.578424131	22
consonnées	23	0.47826087	972.7	284.6007145	1.179752582	10
fec	22	0.045454545	774.6190476	185.4449989	-0.245604644	21
incarnin	21	0	811.4761905	224.2083003	-0.100630347	21
eugeanque	24	0	795	233.0433809	-0.338208941	24
bisire	21	0.047619048	643	103.922542	-0.794380324	20
graptéme	22	0	764.0454545	221.9887336	-0.174837582	22
distasourfants	23	0.043478261	852.55	196.6777956	0.364986598	20
marmièveau	19	0	880.3157895	300.3988187	0.299725543	19
clerfireur	22	0.090909091	755.85	200.2917017	-0.343146168	20
pourlatait	21	0.142857143	952.2352941	282.1561025	0.506179469	17
ruismosant	25	0	823.56	218.9745191	0.196757417	25
orpler	23	0	687.1304348	107.0553401	-0.722086035	23
encrible	18	0.111111111	829.6666667	266.5082863	0.213168428	15
comperces	23	0.086956522	843.5714286	262.1666591	0.113482179	21
dopiner	20	0.2	847.6875	268.3092044	-0.033451996	16
falpavilait	23	0	764.7826087	214.8195768	-0.131013656	23
atatait	21	0	795.4285714	205.4245777	-0.062674612	21
mia	24	0.083333333	775.2857143	224.0288247	-0.180884382	21
compide	19	0.157894737	727.4375	172.8050805	-0.281518523	16
écotion	22	0.090909091	822.7368421	166.0815871	0.15212127	19
détoure	20	0.45	969.0909091	260.4758931	0.703377672	11
flinter	21	0.285714286	845.4666667	137.2109256	0.165251827	15
espile	21	0	724.1428571	176.4302371	-0.284567116	21
pliste	22	0.045454545	836.7619048	280.7824611	0.121593019	21
bagnie	24	0.541666667	837.1818182	189.419544	0.421189775	11
truel	21	0.571428571	835.375	291.0743339	0.130784187	8
avinez	23	0.304347826	819.375	187.5099553	0.097303463	16
chartita	21	0.047619048	830.95	147.709343	0.100306583	20
boutubreux	20	0	1068.111111	298.9595465	1.069663426	18
atil	19	0	701.4736842	201.5424875	-0.53598189	19
dégant	20	0.25	834.8666667	222.2633145	0.214224434	15
ablioru	22	0	743.6818182	182.6731107	-0.327117173	22
tenvivec	20	0.05	699.5263158	210.7010437	-0.601689754	19
chifférait	24	0.375	1036.2	283.324448	0.721621569	15
émariconne	23	0.086956522	828.3809524	248.2286197	0.219668555	21
jeciens	21	0	691.8095238	149.5548792	-0.678197913	21
dérére	22	0	743.2272727	129.7348695	-0.220839948	22
pouprerasions	19	0	912.8947368	232.8270447	0.69346278	19
notignes	17	0.117647059	791.6	309.0066573	-0.173092737	15
bousamé	21	0.047619048	793.4	179.640694	0.025719753	20
mansipeinnoux	19	0	759.3684211	201.2605306	0.123772329	19
irtions	23	0.086956522	983.85	258.066347	0.734626927	20
disparez	21	0.428571429	1011.1	286.1966884	1.198260708	10
revele	21	0.428571429	1165.333333	351.1046852	1.417164972	9
prague	25	0.84	842	392.1262552	0.344272206	3
adiment	23	0.086956522	797.9047619	167.0299089	-0.056154578	21
converment	20	0.1	973.8333333	283.7665258	0.749379661	18
jeuperder	23	0.086956522	734.5238095	236.3722951	-0.539879685	21
potecolait	17	0	908.3529412	236.0645942	0.519085896	17
margarvait	18	0.111111111	873.6875	252.6881395	0.239255341	16
breuve	23	0.173913043	929.0526316	235.4750455	0.535567007	19
tersièchions	23	0	749.0434783	207.2235241	-0.134861644	23
maladir	22	0.045454545	811.0952381	107.7278538	0.461557598	21
délirieurs	21	0.333333333	1136.538462	277.1740174	1.330644511	13
femmuna	20	0.05	715.0526316	120.8734295	-0.347274268	19
chaverges	19	0	799.7894737	249.8545308	-0.080223468	19
reflit	22	0.181818182	893.3333333	240.8897722	0.673256011	18
jecolé	23	0.043478261	707.8636364	144.7474962	-0.446569462	22
désiné	23	0.304347826	964.7333333	325.2204673	0.646833734	15
duselie	21	0.047619048	747.5	208.415198	-0.401184806	20
écitais	23	0	1012.818182	258.8403877	1.099730517	22
attenrer	21	0.047619048	927.8947368	245.8276033	0.38662799	19
contertétres	24	0	914.4347826	286.634361	0.645302613	23
établa	21	0.523809524	1149.1	292.6675968	1.26016484	10
ennué	25	0.2	894.3	285.0291029	0.475945068	20
volivoir	20	0	771.65	196.7906381	-0.346141377	20
sermenée	21	0.571428571	1034.111111	350.489816	1.237802201	9
apportre	21	0.285714286	1091.166667	392.4188007	0.96858468	12
blill	22	0	710.0454545	148.5893918	-0.32747041	22
rissé	23	0.173913043	847.1176471	237.2540522	0.667874763	17
écarait	23	0.260869565	1055.8125	272.823073	0.783902027	16
flatures	23	0.347826087	1064.533333	306.5813494	1.112742235	15
diacame	22	0	712.9545455	152.6051479	-0.312181219	22
refulait	21	0.238095238	1021.5	284.6040524	0.984934828	16
opires	22	0	799.0454545	181.9556401	-0.17546049	22
aperincorleil	21	0	687.25	194.1773132	-0.427585672	20
marrai	25	0.44	789.1538462	203.9929926	-0.129946259	13
cageait	20	0.5	952.25	276.3795268	1.025230974	8
endosir	23	0.043478261	835.7727273	228.4621323	0.340610737	22
rapsés	20	0	703.4210526	129.4275069	-0.482087315	19
aprosée	24	0.166666667	859.65	235.7432312	0.225400037	20
huterler	22	0.045454545	853.7619048	227.6167623	0.205805677	21
purc	20	0.1	803.7222222	256.0755416	0.149039931	18
agard	21	0.476190476	836.6363636	262.7478916	0.191100754	11
predait	20	0.1	924.7647059	365.5953243	0.572020203	17
raiter	22	0.045454545	845.6666667	199.9598293	0.085099977	21
coufraceaux	22	0.045454545	866.2857143	215.0232878	0.371928702	21
dringue	20	0.25	950	288.5400919	0.737912801	14
demaida	20	0.1	830.5555556	264.0662177	0.045151423	18
porsant	23	0.086956522	754.2	188.3050716	-0.094068806	20
lyteiltons	23	0	736.826087	198.9535469	-0.461938597	23
piche	24	0.291666667	861.8666667	252.6838416	0.597648978	15
amacha	20	0.05	701.6842105	170.6936999	-0.284201047	19
misomonion	20	0	751.1578947	135.6331913	-0.245207436	19
persa	24	0.625	818.125	310.3442501	-0.018114983	8
camutait	23	0.043478261	782.7272727	170.0538239	-0.036960567	22
entervait	24	0.291666667	904.8125	255.8171792	0.719284765	16
grelètrité	21	0.047619048	786.5	144.2083653	0.08913624	20
guermamuré	20	0	742.55	150.5447914	-0.297014563	20
rometrer	24	0.083333333	776.952381	225.9319535	-0.341390449	21
montate	24	0.083333333	760.9090909	200.1256532	-0.074076203	22
sengira	22	0.045454545	739.2380952	182.4017283	-0.183363301	21
deniche	22	0.363636364	765.5714286	194.8974935	-0.059195878	14
dagne	23	0.173913043	706.4736842	154.9252036	-0.22507024	19
inveté	22	0	849.4	228.1696968	0.328355316	20
mansasmes	20	0	756.3	173.3669974	0.123053989	20
encome	20	0.1	786.1666667	231.8339289	-0.08013213	18
denisant	24	0.125	843.0952381	213.6466486	0.441576893	21
peupliments	22	0.090909091	1004.176471	365.5438133	1.035781128	17
bloint	18	0	723.1111111	122.6596865	-0.321926961	18
detir	23	0.173913043	767.5789474	221.8684084	-0.231049938	19
martraches	21	0.047619048	807.7368421	256.0145053	0.195560114	19
vadiotir	22	0.090909091	743.25	248.2032009	-0.439902784	20
rousablier	23	0	827.8571429	200.3926859	0.081984483	21
fersait	23	0.086956522	740	141.0701953	-0.204423553	21
réprouvient	25	0.24	965.9333333	206.9273394	1.399359113	15
prépatie	22	0.136363636	900.3333333	182.235465	0.906061425	18
traclier	19	0.105263158	813.6470588	187.7817687	0.031296207	17
éphosins	22	0	809.4545455	251.9525139	-0.06974787	22
condorre	23	0.173913043	820.9473684	223.817007	0.124704163	19
morgatai	20	0.05	767.5263158	235.0981753	-0.131432525	19
fisencole	22	0	797.2857143	292.4860925	-0.297652914	21
preffe	22	0.045454545	731.0952381	145.4661145	-0.411766277	21
saucutaient	22	0	856.952381	222.2609899	0.441910114	21
boura	25	0.24	874.2941176	228.1953014	0.667387828	17
lontesponser	22	0.045454545	729.6190476	174.5624462	-0.302639649	21
tranchansister	21	0	986.8571429	327.3449688	1.231058873	21
amsez	22	0	725.4090909	163.2286328	-0.378531481	22
mussengue	22	0.045454545	759.95	261.814614	-0.387123032	20
planquiers	23	0.47826087	967	261.1997958	1.222394644	10
ofirir	19	0.052631579	730.9444444	86.0844129	-0.081872383	18
conconté	22	0.181818182	955.6470588	242.0345898	0.629757861	17
prélenque	22	0.045454545	746	213.0941107	-0.234892507	21
coué	21	0.333333333	753.2857143	135.5146478	-0.181703678	14
repouilsir	20	0	842.5	251.8501016	0.317541703	20
lètenir	22	0	730.3636364	168.2839283	-0.281198828	22
marsier	23	0.086956522	766.4285714	259.590942	-0.464879044	21
nocer	23	0.52173913	970.5454545	254.0686378	1.204120238	11
monouge	24	0.041666667	709.8695652	225.7607954	-0.429598333	23
mosonsez	22	0	776.8571429	265.3294717	-0.248397546	21
soutir	21	0.238095238	792.625	180.7377013	-0.024744579	16
cations	22	0.272727273	748.75	141.2810438	-0.145194112	16
paleurs	22	0.5	884.0909091	335.7190655	0.476592156	11
fira	22	0.090909091	874.6	247.5380672	0.505510085	20
mamand	20	0	761.5	270.5235664	-0.27784758	20
torrecoup	23	0	766.7272727	228.4719805	-0.173546739	22
moncisce	23	0	785.6521739	189.0042348	-0.218081617	23
bousistrait	22	0.045454545	959.3684211	272.4830699	0.504996365	19
fatipiter	21	0.047619048	855.95	209.2370791	0.376375189	20
inténant	24	0.25	870.9444444	215.9075162	0.406547023	18
corsactimet	24	0	760.3043478	162.0276168	-0.163463727	23
épé	23	0.217391304	833.1666667	155.5866507	0.165723478	18
divancoua	22	0	774.1363636	249.8095075	-0.307449693	22
calérent	23	0.217391304	845.8333333	184.3003463	0.22400828	18
accunait	23	0.130434783	792.5	269.0106602	0.142829454	18
rennez	24	0.041666667	828.5	301.5976111	0.269751354	22
hares	22	0.181818182	745.0588235	174.4675724	-0.208261947	17
sertenvec	22	0	702.8636364	171.8696337	-0.432668373	22
enrieuvant	23	0	818	225.3102911	0.00997308	23
bétiment	24	0.083333333	965	227.5034066	0.742594624	21
résonsait	21	0.285714286	965.4666667	333.0538066	1.032811749	15
fonconaient	23	0	1018.736842	315.1264018	0.772655754	19
ouperperles	22	0.045454545	733.5238095	231.726265	-0.235240655	21
préclitetion	21	0.047619048	934.6875	261.1262067	0.631358219	16
parrume	23	0.130434783	810.5	171.1498266	-0.110554539	20
prendeau	23	0	822.6086957	285.1914411	-0.05381548	23
météque	23	0.739130435	569.75	119.0808549	-0.875085971	4
sone	22	0.409090909	710.8333333	135.1630889	-0.481070399	12
fongé	24	0.291666667	876.9375	223.7729411	0.822291813	16
tourfensitier	20	0.05	794.5	207.3494493	0.057262734	18
quitsamner	23	0.130434783	755.3684211	220.5957113	-0.290404734	19
ripéce	23	0.043478261	819.3636364	356.6829385	-0.042657542	22
recison	20	0.1	722.5555556	174.7449308	-0.171471942	18
exactés	25	0.52	1042.272727	171.4987411	1.256563219	11
étard	20	0.05	817.1666667	269.7930034	0.168013883	18
démirée	22	0.136363636	923.1052632	203.0177591	0.418847638	19
balgatait	25	0.08	869.4285714	254.1176049	0.512214369	21
pleuder	23	0.086956522	777.1428571	209.2745292	-0.153071049	21
troutourtits	22	0	969.9545455	362.2616099	0.565229628	22
cacortait	22	0	813.3636364	306.0579692	0.010579658	22
éclavre	22	0.090909091	914.1	274.5890518	0.655706307	20
catontait	21	0.047619048	932.2222222	306.416778	0.431877161	18
pénais	24	0.5	944.4545455	292.0422448	0.614827118	11
dédornévant	23	0.217391304	1029.5	281.6330946	1.142978863	16
dute	20	0.05	708.4210526	103.939788	-0.372117511	19
peingratré	23	0	807.3913043	166.5100977	-0.071987469	23
ainsait	23	0.043478261	798.0909091	173.5346566	-0.226252352	22
préhaidie	21	0	829.55	299.0087967	0.043290177	20
jeutait	20	0.25	872.6666667	314.5333656	0.335915328	15
averté	23	0.173913043	750.0526316	127.7690945	-0.049816672	19
degés	22	0.136363636	855.6315789	258.5971149	0.535943612	19
deprement	24	0.083333333	857.0454545	226.9020089	0.270066244	22
sustilait	22	0.227272727	959.4666667	270.013721	0.881207802	15
trariles	20	0	724.2105263	122.6488116	-0.300393197	19
schettre	22	0	703.7727273	213.470179	-0.548684541	22
cettiers	19	0.052631579	723.8888889	180.109081	-0.357595706	18
courtez	22	0.318181818	991.8461538	295.8723954	0.692745813	13
cusine	22	0.272727273	914.8125	227.2329843	0.427891041	16
chacencites	20	0	743.05	180.2771186	-0.126736501	20
frigamorte	22	0	848.8636364	241.2154333	0.329425361	22
alterent	24	0.666666667	876	212.0534524	0.77754481	7
étacida	22	0	812.1363636	246.4290288	0.061370411	22
filmisime	21	0.095238095	818.6470588	273.3177961	0.120745884	17
penjouprége	23	0	780	227.9302126	-0.162414432	23
persais	24	0.25	889.3333333	240.1555052	0.822262497	15
entenge	21	0.047619048	797.75	257.2729198	0.028582541	20
resées	24	0.125	850.1428571	326.6008704	0.189769794	21
ariver	25	0.36	902.125	204.6912716	0.717667622	16
detentin	24	0.041666667	792.6086957	289.4109596	-0.22718638	23
crévertuadais	21	0	941.9047619	253.7685766	0.396492901	21
lireux	22	0.090909091	751.6	251.2123027	-0.166599378	20
suicure	24	0.125	777.1428571	205.4761022	0.132012578	21
comnévrir	23	0	881.5652174	307.8988656	0.247724364	23
soufire	20	0.1	881.6666667	222.5594435	0.552075924	18
apuis	23	0.52173913	946.4545455	258.3491295	0.683722902	11
souplimangueur	19	0	813.4210526	248.5833899	0.13259219	19
letenflet	19	0	678.4210526	138.6964374	-0.50976365	19
îder	24	0.041666667	773.6086957	176.9878627	0.032889898	23
ensoreils	20	0.1	943.1111111	285.5673175	0.69233832	18
tartoner	20	0.05	868.8947368	199.0873328	0.502791998	19
comprir	23	0.217391304	882.7058824	236.8279346	0.534779378	17
vrillantent	22	0.090909091	985.7	355.7579159	0.861797755	20
delaitez	24	0.291666667	965.8125	241.9771942	0.917059272	16
presé	22	0.272727273	848.8125	173.4586286	0.438666659	16
fetions	22	0.318181818	777.6428571	270.2735387	-0.305775986	14
mosse	22	0.090909091	811.95	130.7816481	-0.034525217	20
limière	24	0.375	807.6	141.4949772	0.351775798	15
lontaroté	21	0	744.5	224.7130334	-0.215294567	20
farlétion	23	0	727.6086957	149.1295164	-0.387338356	23
reconnant	22	0.363636364	1007.769231	363.5597507	1.089014447	13
soulougueulot	20	0	824.05	213.6816311	-0.063977133	20
bricesperrée	20	0	952.3	296.7955348	0.663269149	20
chogué	25	0.2	864.3	195.2639509	0.295828296	20
rinisoin	23	0	728.6086957	154.7707217	-0.575881976	23
laiscouvernépache	22	0.045454545	844.9047619	251.5374534	0.324518007	21
heupemes	22	0	792.1818182	240.12787	-0.15931376	22
placotie	23	0.173913043	832.9444444	257.7259083	0.377458574	18
faimoition	21	0.047619048	869.0526316	230.4754684	-0.004052526	19
routilues	20	0.05	833.4210526	259.6695156	0.36620301	19
sommémifernait	21	0.285714286	1151.363636	283.6065136	1.353032319	11
jacrère	23	0.086956522	792.95	205.6789719	-0.003934789	20
amais	20	0.05	839.7222222	257.9694021	0.195778613	18
inconrent	22	0.045454545	999.047619	289.3137529	0.831264096	21
engabut	18	0	612.4444444	105.725072	-0.924918013	18
mancitit	20	0	711.65	165.9350777	-0.572779897	20
pincoplumes	21	0	758.6666667	264.4612133	-0.143296802	21
reporque	20	0.15	839.75	190.4218125	0.340790396	16
jalse	21	0	708.4285714	181.3335522	-0.438710214	21
cribatrêtion	21	0	840.8571429	248.6473981	0.080500712	21
pretentirais	22	0.227272727	1132.307692	383.3865292	1.116250819	13
coulimie	20	0	801	225.5416871	-0.103659557	20
dégard	23	0.173913043	896	192.3131127	0.304537746	19
recotes	25	0.08	781.9130435	183.1218951	-0.148917385	23
vesbagi	23	0	708.8695652	167.9034637	-0.688613869	23
soulouta	21	0	908.5238095	363.6206291	0.071528543	21
gnore	21	0.047619048	734	163.2946965	-0.339671749	20
soumancles	18	0	902.3529412	290.7144091	0.491898938	17
frispiges	20	0.05	722.2631579	162.6464612	-0.255412527	19
ritions	23	0.086956522	795.4285714	229.6618321	-0.065144624	21
éniditutait	24	0.041666667	794.9130435	202.6849129	-0.2060689	23
défibliée	22	0.136363636	947.5882353	257.6434209	1.098525384	17
stabe	19	0.315789474	903.3846154	279.5676837	0.195923547	13
tartait	21	0.619047619	954.75	300.8695731	0.802341143	8
daud	18	0.111111111	689.875	139.6676412	-0.614127733	16
fristroumarla	21	0	983.5238095	301.221118	0.675277137	21
pochetre	22	0.181818182	800.2777778	214.6945314	-0.207775205	18
diral	22	0.090909091	682.25	101.8134905	-0.549086495	20
serlede	20	0	671.5789474	102.4810637	-0.752245387	19
vemitusait	21	0	854.8571429	246.0161145	0.2632379	21
âmées	21	0.380952381	1060.5	155.5830676	1.531559226	12
provivent	22	0.409090909	1002.461538	317.7062625	0.946718277	13
cimanger	21	0	853.1428571	200.8858596	0.246055228	21
velonsaves	21	0	740.5238095	205.0469749	-0.447230402	21
combison	22	0.045454545	866.6190476	249.4891734	0.574798745	21
tounez	22	0.227272727	930.375	282.4067693	0.667377545	16
castenvons	22	0	777.5454545	263.305133	-0.0942171	22
bardra	19	0.210526316	887	222.3473259	0.655378786	13
glens	24	0	751.5416667	181.238248	-0.256428387	24
cholevait	21	0	749.5714286	141.3663933	-0.213626259	21
expulments	23	0.130434783	955.5263158	306.5288401	0.807238274	19
vermilais	21	0.285714286	874	239.6231015	0.612076825	14
baide	22	0.090909091	732.85	116.7954915	-0.507929173	20
migueur	20	0.2	928.8125	255.5389647	0.670416547	16
agire	22	0.636363636	1069.75	379.0656747	1.014916746	8
tertora	21	0	774.2857143	155.1867078	-0.246439702	21
choques	24	0.666666667	1050.714286	232.0285286	1.040112834	7
tradait	21	0.333333333	885.7142857	220.0480467	0.181362375	14
conromanflez	21	0	888.65	232.7296319	0.383422764	20
réprit	24	0.625	925.8571429	202.9929626	1.077389806	7
étoinée	21	0.333333333	827.1428571	153.6358618	0.344888922	14
sanines	21	0.047619048	826.35	254.025957	0.141762228	20
repannait	24	0.208333333	998	283.7104987	0.902382218	18
capreinquices	23	0	712.2727273	145.2269757	-0.329717817	22
litacé	19	0.052631579	815.8888889	158.6775824	0.024382961	18
tanutout	23	0	698.3478261	176.2778305	-0.557292451	23
symbartre	23	0.043478261	910.2857143	253.1979745	0.356298075	21
imirétion	24	0	916.6666667	263.2857047	0.601358375	24
enrasonner	21	0.095238095	955.3157895	296.6181707	0.747556569	19
trilumiers	21	0.047619048	896.4	244.4375714	0.279950281	20
isise	21	0	716.8571429	191.9727287	-0.583602202	21
mondâtes	21	0.095238095	847.2631579	282.4064923	0.046822502	19
murtibeiltait	22	0	838.7727273	305.9056705	0.082661214	22
censigardriense	20	0	893.6111111	252.7349551	0.726671024	18
sentimade	22	0.181818182	1010.722222	310.3015242	0.894540937	18
fainileux	24	0.083333333	898.6818182	250.3113083	0.468597702	22
platie	23	0.260869565	818.7058824	230.7709267	0.156271822	17
fagire	22	0.045454545	753.0952381	172.7986993	-0.129800867	21
manson	24	0.125	725.2	168.2340475	-0.349324902	20
pieuver	23	0.130434783	977	269.9481432	0.725675684	19
diande	23	0.043478261	785.1904762	176.8503941	-0.045935013	21
taprit	21	0.047619048	769.7	265.1748381	-0.359448299	20
preprotes	22	0.045454545	751.952381	167.7386289	-0.442661306	21
dations	22	0.272727273	803.0625	239.6214984	-0.142054	16
beauntemps	23	0.043478261	863.7272727	220.2258974	0.392330314	22
carpave	22	0.090909091	879.15	275.8440206	0.126735705	20
jabale	23	0	705.2272727	221.4144857	-0.340721818	22
visire	20	0.15	689.5882353	160.902167	-0.446070697	17
artal	17	0	718	187.626957	-0.357107507	17
carsite	23	0.043478261	802.7619048	234.410517	-0.087685169	21
pasmato	20	0.1	701.5294118	152.0522598	-0.612105232	17
suitète	21	0.047619048	717.45	171.7364796	-0.348373031	20
canguait	21	0.047619048	799.35	203.5710855	0.098199791	20
êmens	19	0	789.3529412	196.6268487	-0.213309437	17
atellait	20	0.8	695.5	184.0950841	0.14674639	4
maupadeau	21	0.047619048	758.8	249.0154508	-0.262863804	20
élaient	21	0.142857143	993.8333333	277.6917991	0.749864943	18
heucrire	24	0	671.8695652	137.4056054	-0.574976099	23
taradée	19	0.157894737	843.6	210.4382502	0.259022052	15
écarer	22	0.227272727	899.25	231.5649657	0.447252909	16
juiltirait	23	0	844.0434783	194.4926917	0.45974203	23
mui	21	0.095238095	688.3157895	148.5163862	-0.42094553	19
innondies	20	0.3	1159.642857	322.9969295	1.071619483	14
orger	23	0.304347826	977	287.5619188	0.874772167	15
omine	22	0.090909091	751.7	138.8634695	-0.456479233	20
renaistuarires	23	0	928	291.406464	0.472787058	23
parmétion	23	0.086956522	740.6666667	189.3790731	-0.30708816	21
crêne	23	0.260869565	860.875	145.4706729	0.34390526	16
averfets	20	0	705.65	192.4307873	-0.537622436	20
chiacaverment	21	0	941.05	307.4820448	0.571637533	20
tethoques	22	0	723.0909091	218.5068178	-0.440452121	22
literté	22	0.272727273	865.375	275.008818	0.350003539	16
delais	24	0.75	964.1666667	467.7064963	0.500048375	6
celéseil	22	0.045454545	733.7619048	170.9686827	-0.345527967	21
itoncrouche	20	0	797.1	197.5947208	-0.128343111	20
joursichait	23	0	759.9565217	160.9826299	-0.214906692	23
lol	24	0.541666667	866.7	208.8561706	1.05031725	10
nomait	21	0.476190476	771.7272727	211.4881041	-0.118697285	11
penquanda	25	0	701.56	172.4729641	-0.510982876	25
deveildention	23	0	789.5454545	171.1520425	-0.057271934	22
tousireilte	22	0	810.6818182	207.2004749	0.0164652	22
tuntait	22	0	827.1818182	276.9023614	0.030773958	22
chemame	23	0	742.4782609	157.2166628	-0.301214488	23
mêché	23	0.869565217	1154	469.04051	1.338255495	3
hariquildies	25	0	740.125	193.0600971	-0.157327984	24
fainile	20	0.1	677.5555556	111.841391	-0.727836742	18
repota	22	0.272727273	802.75	205.3570874	0.038366393	16
aiteindre	24	0.291666667	1022.941176	196.0578584	0.881473994	17
rétin	23	0.086956522	753.6	147.8660133	0.002616536	20
déhisment	20	0	754.65	196.0352479	-0.222937894	20
doutoleuche	23	0.043478261	860.2727273	287.6636895	0.161382944	22
vagnait	23	0.173913043	867.6842105	192.0055128	0.364846894	19
bontituels	20	0	792.3	210.2975586	-0.13342009	20
noucrime	22	0	787.8571429	213.4301492	-0.253075265	21
panotes	22	0.045454545	734.4285714	155.0656543	-0.288967471	21
verlansi	23	0.043478261	656.4545455	114.1238789	-0.61937881	22
bousprès	24	0.041666667	758.173913	260.6826096	-0.126877268	23
delte	22	0.136363636	750.3684211	201.2389985	-0.155843127	19
drose	20	0	749.6	122.4841128	-0.129945604	20
asitimenrores	21	0	847.5714286	194.7700109	0.078552418	21
damace	22	0	793.8636364	270.2713443	-0.129941718	22
congrabout	21	0.047619048	765.4	196.0017186	-0.025079235	20
peulé	24	0.208333333	855.9473684	225.0808432	0.330016272	19
belte	24	0.125	770.6190476	185.6330995	-0.164672132	21
dondu	23	0.130434783	885.45	251.6117467	0.599319834	20
fêtenger	16	0.0625	813.8666667	213.2650486	0.153812837	15
portarserta	21	0.047619048	821.8421053	190.6804375	0.231811896	19
loufitrire	22	0	710.6363636	203.2506183	-0.566934113	22
fourprende	23	0.130434783	824.4210526	266.7342239	-0.021558955	19
paserçant	25	0.04	974.9565217	285.112016	0.732272371	23
bannastrer	24	0.083333333	756.1363636	204.7477648	-0.208389738	22
fèvre	23	0.391304348	1022.928571	331.4818627	0.789941251	14
ébitures	20	0.05	830.3157895	209.3659881	0.22824622	19
ôger	23	0	818.7826087	229.7621214	0.053336281	23
saunadans	22	0	755.0454545	308.1821473	-0.49076858	22
appague	19	0	768	175.7169441	-0.209469695	19
menheur	23	0	875.6956522	259.8941104	0.518173898	23
lutraorques	23	0	821.7619048	292.3591806	0.111560278	21
ferdeur	23	0	848.1363636	166.1523384	0.404355301	22
caconnes	19	0	821.2105263	204.4577052	0.170581447	19
azaitémait	20	0.05	865.0555556	322.7022799	-0.002091754	18
compre	19	0.105263158	787.6875	145.9651642	0.218129169	16
famistésaquel	22	0	841.3	285.8993382	0.155201846	20
répana	20	0.1	796.3333333	188.0312865	0.017314782	18
joine	22	0.090909091	867.25	183.2963878	0.099313306	20
larplage	22	0	811.6363636	200.9763183	0.044039185	22
entares	21	0.095238095	808.1111111	287.8933399	-0.065181285	18
gratisez	25	0.28	998.8823529	265.087222	1.046283035	17
garnais	24	0.291666667	966.3125	234.4149366	0.689394795	16
poumoche	21	0.047619048	773.9	263.2780999	-0.193160371	20
lèfié	23	0	736.2608696	134.6048822	-0.437635043	23
giot	25	0.12	744.2272727	179.8115235	-0.217661898	22
austrouleur	22	0	778.8636364	167.4478726	-0.19309136	22
bruplidicoude	21	0	850.6315789	221.0480618	0.075031242	19
asser	26	0.230769231	824.95	234.8805912	0.135868231	20
muler	23	0.565217391	942.7	236.6432148	0.523919506	10
jaudon	24	0	745.8333333	160.66375	-0.315446195	24
tournel	22	0.136363636	782.6315789	226.9454684	-0.232618314	19
blantivats	21	0	852.6666667	211.0408333	0.051384044	21
abac	22	0.090909091	761.2	178.9268007	-0.288849825	20
arfairiché	21	0.095238095	1045.666667	379.8835735	0.951878232	18
saufaistait	22	0.045454545	873.6666667	215.8902226	0.586218653	18
déternis	18	0.388888889	1060.4	265.8835167	1.192177904	10
affortetament	25	0.16	995.95	260.9330374	0.85680465	20
baitade	22	0	786.5	216.9175288	-0.100234721	22
nuleche	23	0	779.7391304	278.2474728	-0.294183322	23
clavait	23	0.52173913	929.5454545	273.8351196	0.649820739	11
soparté	23	0	867.3043478	258.7748117	0.165928484	23
ivique	22	0.136363636	694.2631579	111.5247068	-0.692157221	19
hiterpentend	25	0	829.84	245.6519693	-0.068947097	25
poinévantre	22	0.045454545	854.3809524	219.8821221	0.165149357	21
posra	23	0.043478261	805.1363636	225.8704423	0.06060193	22
pasenser	24	0.041666667	804.7391304	124.6129343	0.08036527	23
sentôt	20	0.05	848.4210526	176.4720046	0.200287874	19
maitissant	21	0.333333333	1069.916667	285.0943889	1.380506689	12
rutupeau	23	0	686.3043478	125.4321384	-0.654596597	23
redenge	23	0	739.0869565	137.5585538	-0.526949263	23
précila	23	0.086956522	827.9047619	223.3761189	0.302706013	21
aplivait	21	0.095238095	830.6315789	207.1258905	0.058250929	19
lause	24	0.125	715.2857143	125.4902956	-0.408206456	21
atat	22	0.045454545	691.7619048	150.8936396	-0.541643845	21
adengitertent	21	0.047619048	853.7	212.5452521	0.267458472	20
cettiliret	25	0	813.48	237.4180771	-0.289895571	25
mapisal	22	0	696.3181818	126.303258	-0.565666398	22
retroulait	22	0.227272727	1018.352941	241.8684925	0.98140281	17
récirai	24	0.166666667	1003.722222	255.1084673	0.844869711	18
noucarfin	19	0	707.2105263	220.5600394	-0.523632585	19
potergèner	21	0.047619048	938.55	309.2866963	0.363483291	20
étanlé	22	0.136363636	939.2631579	173.1639692	0.758872395	19
menremisquet	22	0	788.1363636	188.2529442	-0.152806789	22
avièse	24	0	711.7083333	125.6293649	-0.4468813	24
magibe	21	0.047619048	748.9	179.9578606	-0.318621503	20
tieur	23	0.130434783	993.5	262.1888071	1.298254364	18
aufaidais	23	0.043478261	791.1818182	164.288259	-0.158559584	22
épiqué	22	0.272727273	875.5333333	247.1468235	0.57140494	15
prosclubout	19	0	711.2631579	226.1584602	-0.365283052	19
étaisir	24	0.291666667	866.7058824	268.0465829	0.475254622	17
